LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT_PAYMENT_NEXT_MONTH,NUM_DELAYED_MONTHS,MAX_PAYMENT_DELAY,HAS_PAYMENT_DELAY,RECENT_DELAY,AVG_BILL_AMT,MAX_BILL_AMT,AVG_PAY_AMT,TOTAL_PAY_AMT,ZERO_PAYMENT_MONTHS,CREDIT_UTILIZATION,AVG_CREDIT_UTILIZATION,PAYMENT_TO_BILL_RATIO,BILL_CHANGE
10000,2,2,2,23,-1,-1,-1,0,0,0,9438,1985,9436,8057,8891,-873,1985,9436,1000,1500,0,11571,0,0,0,0,0,6155.666666666667,9438,4248.666666666667,25492,1,0.9438,0.6155666666666667,0.6902041479395679,10311
70000,2,3,2,23,0,0,0,-1,0,0,14816,8237,-2601,69823,30446,29585,1000,695,73820,1042,1054,1024,0,0,0,0,0,25051.0,69823,13105.833333333334,78635,0,0.21165714285714285,0.35787142857142856,0.5231660745412692,-14769
20000,2,2,2,21,0,0,0,0,0,0,19039,19684,18825,19876,20040,17755,1286,1416,1467,631,730,0,0,0,0,0,0,19203.166666666668,20040,921.6666666666666,5530,1,0.95195,0.9601583333333334,0.04799555628845936,1284
20000,2,2,2,22,1,-1,2,-1,0,0,0,6594,4840,780,390,0,6594,0,780,0,0,11000,0,2,2,1,1,2100.6666666666665,6594,3062.3333333333335,18374,3,0.0,0.10503333333333333,1.4577911774039989,0
30000,2,2,2,22,2,2,2,2,2,2,24874,26163,26449,27915,27170,29071,2000,1000,2201,0,2500,1001,0,6,2,1,1,26940.333333333332,29071,1450.3333333333333,8702,1,0.8291333333333334,0.8980111111111111,0.05383501812647703,-4197
50000,2,3,2,22,-2,-2,-2,-2,-2,-2,2498,-2,1697,0,0,5000,0,1699,0,0,5000,0,0,0,0,0,0,1532.1666666666667,5000,1116.5,6699,4,0.04996,0.030643333333333335,0.7287066246056781,-2502
20000,2,2,2,24,-1,-1,-1,2,0,0,396,1301,12056,11151,11219,18120,1301,11151,0,600,8120,1500,0,1,2,1,0,9040.5,18120,3778.6666666666665,22672,1,0.0198,0.452025,0.41797098243091274,-17724
60000,2,2,2,22,2,0,0,0,0,0,46403,34438,30920,27817,26281,26830,1544,1759,1500,940,972,976,1,1,2,1,1,32114.833333333332,46403,1281.8333333333333,7691,0,0.7733833333333333,0.5352472222222222,0.039914058404994575,19573
50000,2,2,2,23,-1,-1,-1,-1,-1,-1,900,2757,4893,390,390,1670,3147,4893,390,390,1670,1890,0,0,0,0,0,1833.3333333333333,4893,2063.3333333333335,12380,0,0.018,0.03666666666666667,1.1254545454545455,-770
20000,2,1,2,22,0,0,0,0,0,0,19458,18786,16249,16478,10735,3274,1552,1381,1000,215,65,0,0,0,0,0,0,14163.333333333334,19458,702.1666666666666,4213,1,0.9729,0.7081666666666667,0.04957637091080254,16184
30000,2,2,2,22,0,0,0,0,0,0,19759,19973,22058,24598,26564,27521,3000,3500,3000,2500,2000,3000,0,0,0,0,0,23412.166666666668,27521,2833.3333333333335,17000,0,0.6586333333333333,0.7804055555555556,0.12101969773550789,-7762
20000,2,2,2,23,1,2,0,0,0,2,15596,15053,15773,17102,18704,18263,0,1269,1598,2200,0,3700,1,3,2,1,1,16748.5,18704,1461.1666666666667,8767,2,0.7798,0.837425,0.0872416435302664,-2667
10000,2,1,2,23,2,0,0,0,0,2,3413,5188,6937,7946,8714,8432,2000,2000,1132,900,0,500,0,2,2,1,1,6771.666666666667,8714,1088.6666666666667,6532,1,0.3413,0.6771666666666667,0.16076790548855527,-5019
50000,2,1,2,22,0,0,0,0,0,0,50813,50558,50455,49443,20405,19494,1972,2369,3592,1029,723,874,0,0,0,0,0,40194.666666666664,50813,1759.8333333333333,10559,0,1.01626,0.8038933333333332,0.043782757248059447,31319
70000,2,1,1,22,0,0,0,0,2,0,64525,66548,67344,62083,29914,29406,3093,2594,4512,0,1070,1065,0,1,2,1,0,53303.333333333336,67344,2055.6666666666665,12334,1,0.9217857142857143,0.7614761904761905,0.038565443061722215,35119
20000,2,3,3,23,0,0,0,0,0,0,14702,16445,17563,18290,18665,19077,2000,1388,1115,490,531,400,0,0,0,0,0,17457.0,19077,987.3333333333334,5924,0,0.7351,0.87285,0.05655801875083539,-4375
50000,2,2,2,23,1,-1,0,0,0,0,14191,5896,6175,10000,1952,406,5896,2006,5074,1300,406,0,0,1,1,1,1,6436.666666666667,14191,2447.0,14682,1,0.28382,0.12873333333333334,0.3801657172449508,13785
30000,2,2,1,23,2,0,0,0,0,0,27997,26049,27222,27729,28437,25336,1800,1900,1330,1038,1128,5000,0,1,2,1,1,27128.333333333332,28437,2032.6666666666667,12196,0,0.9332333333333334,0.9042777777777777,0.0749278122504147,2661
50000,2,2,2,22,0,0,0,0,0,0,49619,50629,50778,48261,28768,29370,1836,1985,1468,1175,1214,1232,0,0,0,0,0,42904.166666666664,50778,1485.0,8910,0,0.99238,0.8580833333333333,0.03461202291929689,20249
30000,2,3,2,23,3,2,0,0,0,0,30051,29274,30498,29713,29819,30342,0,2000,1500,2000,1100,2000,0,2,3,1,1,29949.5,30498,1433.3333333333333,8600,1,1.0017,0.9983166666666666,0.04785833931562575,-291
80000,2,2,2,23,1,2,2,2,2,2,68594,66893,72307,70556,74021,75675,0,6507,0,5260,3000,4584,0,6,2,1,1,71341.0,75675,3225.1666666666665,19351,2,0.857425,0.8917625,0.04520775804469613,-7081
50000,2,3,2,23,0,0,0,0,0,0,32644,34096,34941,34243,28014,28528,2000,1700,1502,1000,1200,1200,0,0,0,0,0,32077.666666666668,34941,1433.6666666666667,8602,0,0.65288,0.6415533333333333,0.04469360822171189,4116
20000,2,1,2,24,-1,0,0,0,0,0,16582,17721,18762,19729,20134,19590,1422,1333,1300,700,1000,1000,0,0,0,0,0,18753.0,20134,1125.8333333333333,6755,0,0.8291,0.93765,0.060034838870225204,-3008
30000,2,1,2,25,0,0,0,0,0,0,26376,27483,28242,16498,16923,17649,1550,1308,1300,700,1000,2000,0,0,0,0,0,22195.166666666668,28242,1309.6666666666667,7858,0,0.8792,0.7398388888888889,0.059006840828708954,8727
80000,2,1,2,25,2,0,0,0,0,0,69614,68836,69714,57318,46921,41072,3238,3103,3000,1800,1500,1700,1,1,2,1,1,58912.5,69714,2390.1666666666665,14341,0,0.870175,0.73640625,0.04057146898649126,28542
140000,2,1,2,25,-1,-1,-1,-1,-1,-1,30077,2809,7541,10661,2214,6020,2809,7541,10661,2214,6020,0,0,0,0,0,0,9887.0,30077,4874.166666666667,29245,1,0.2148357142857143,0.07062142857142857,0.49298742456424266,24057
210000,2,2,2,26,-1,0,0,0,0,0,119269,60133,56076,39135,25396,18553,2345,1915,5028,3200,371,25140,0,0,0,0,0,53093.666666666664,119269,6333.166666666667,37999,0,0.567947619047619,0.2528269841269841,0.11928290254330398,100716
200000,2,1,2,26,0,0,0,0,0,0,200849,146340,146660,145623,144166,145141,80000,4600,6000,4700,4800,5000,0,0,0,0,0,154796.5,200849,17516.666666666668,105100,0,1.004245,0.7739825,0.11315931992433077,55708
20000,2,2,2,22,1,2,2,2,0,0,14645,14113,18550,17867,18072,17899,0,4675,0,701,563,1000,0,4,2,1,1,16857.666666666668,18550,1156.5,6939,2,0.73225,0.8428833333333334,0.06860380044687876,-3254
30000,2,2,1,22,2,2,2,0,0,0,30525,28574,14220,14188,7058,7976,1725,0,1230,1000,1000,0,1,3,2,1,1,17090.166666666668,30525,825.8333333333334,4955,2,1.0175,0.5696722222222222,0.04832213456080982,22549
150000,2,3,2,23,0,0,0,0,0,0,11329,10775,11829,7031,7172,5833,1219,1273,1069,1683,202,299,0,0,0,0,0,8994.833333333334,11829,957.5,5745,0,0.07552666666666667,0.05996555555555556,0.10644999907354222,5496
60000,2,1,2,24,0,0,0,0,0,0,35138,35776,34783,32158,28991,28434,1553,2000,1508,1080,1003,1000,0,0,0,0,0,32546.666666666668,35776,1357.3333333333333,8144,0,0.5856333333333333,0.5424444444444445,0.04170421958213846,6704
20000,2,2,2,21,0,0,0,0,0,0,10109,11153,11841,4725,9135,18355,3000,2000,1200,5000,10000,8906,0,0,0,0,0,10886.333333333334,18355,5017.666666666667,30106,0,0.50545,0.5443166666666667,0.4609142962123764,-8246
150000,2,1,2,25,0,0,0,0,0,0,119788,112824,92456,80532,59866,49472,4728,3610,2377,1714,828,846,0,0,0,0,0,85823.0,119788,2350.5,14103,0,0.7985866666666667,0.5721533333333333,0.027387763187024457,70316
70000,2,1,2,25,-1,-1,-1,-1,-2,-1,1288,0,1999,0,0,842,0,1999,0,0,842,0,0,0,0,0,0,688.1666666666666,1999,473.5,2841,4,0.0184,0.009830952380952381,0.6880600629692419,446
60000,2,2,1,30,0,0,0,0,0,0,65460,64128,62736,59133,57662,53059,2299,2232,2152,2226,1908,1933,1,0,0,0,0,60363.0,65460,2125.0,12750,0,1.091,1.00605,0.03520368437619071,12401
30000,2,3,1,23,1,2,0,0,0,2,30380,25839,25963,27030,29079,29865,1,1433,1500,2500,1400,1400,1,3,2,1,1,28026.0,30380,1372.3333333333333,8234,0,1.0126666666666666,0.9342,0.048966435928542544,515
330000,2,2,2,31,0,0,0,0,0,0,30532,33814,38243,39603,40542,41239,3814,5000,2000,1598,1500,2000,0,0,0,0,0,37328.833333333336,41239,2652.0,15912,0,0.09252121212121212,0.11311767676767677,0.07104427765846776,-10707
20000,2,3,2,22,3,2,2,4,4,4,1650,1650,1650,1650,1650,1650,0,0,0,0,0,0,1,6,4,1,1,1650.0,1650,0.0,0,6,0.0825,0.0825,0.0,0
180000,2,2,1,35,-1,-1,0,0,0,0,1175,5317,8388,8529,7739,3803,5317,3200,2700,2000,76,0,0,0,0,0,0,5825.166666666667,8529,2215.5,13293,1,0.006527777777777778,0.032362037037037036,0.38033246545163224,-2628
20000,2,1,2,23,0,0,0,0,2,0,23809,24798,24258,24172,21959,20898,1700,1800,2350,0,1000,2700,0,1,2,1,0,23315.666666666668,24798,1591.6666666666667,9550,1,1.19045,1.1657833333333334,0.06826597280798319,2911
130000,2,2,2,24,0,0,0,-1,-1,-2,14518,15000,0,1207,0,0,1150,0,1207,0,0,0,0,0,0,0,0,5120.833333333333,15000,392.8333333333333,2357,4,0.11167692307692308,0.03939102564102564,0.07671277461350692,14518
30000,2,2,2,25,0,0,0,0,0,0,28709,28649,29619,30224,27326,30297,1462,1589,1351,2500,4000,1500,1,0,0,0,0,29137.333333333332,30297,2067.0,12402,0,0.9569666666666666,0.9712444444444444,0.07093991671624034,-1588
30000,2,2,2,22,0,0,2,0,0,0,27762,30392,27688,28134,29591,28883,5000,0,3000,2000,1300,1500,0,1,2,1,0,28741.666666666668,30392,2133.3333333333335,12800,1,0.9254,0.9580555555555555,0.0742244128732966,-1121
500000,2,1,2,37,-2,-2,-2,-2,-2,-2,315,2579,3824,813,0,4443,2579,3824,813,0,4443,330,0,0,0,0,0,1995.6666666666667,4443,1998.1666666666667,11989,1,0.00063,0.003991333333333334,1.0012527142141305,-4128
450000,2,1,1,38,0,0,0,0,0,0,108390,96704,84033,72279,55757,37161,4300,3073,3000,2000,1500,2000,0,0,0,0,0,75720.66666666667,108390,2645.5,15873,0,0.24086666666666667,0.16826814814814817,0.03493762160924802,71229
50000,2,2,2,22,0,0,0,0,-1,0,44593,33019,13552,0,28105,29684,5000,3000,0,28105,2000,2000,0,0,0,0,0,24825.5,44593,6684.166666666667,40105,1,0.89186,0.49651,0.26924600377300223,14909
60000,2,2,2,24,0,0,0,-1,-1,-1,58692,61225,54673,2193,8258,0,5000,1098,2193,8258,0,0,0,0,0,0,0,30840.166666666668,61225,2758.1666666666665,16549,2,0.9782,0.5140027777777778,0.08943423349419857,58692
130000,2,2,2,22,1,-2,-1,2,2,-2,0,0,1485,299,0,0,0,1485,0,0,0,0,0,3,2,1,1,297.3333333333333,1485,247.5,1485,5,0.0,0.002287179487179487,0.8323991031390136,0
280000,2,2,2,25,0,0,0,0,0,0,139019,141146,129252,103317,101085,104181,4074,4232,4022,3000,4010,100022,0,0,0,0,0,119666.66666666667,141146,19893.333333333332,119360,0,0.49649642857142856,0.4273809523809524,0.16623955431754872,34838
100000,2,2,1,26,0,0,0,0,0,0,7086,7644,8197,9203,3815,5493,1500,1500,2000,1000,2493,2443,0,0,0,0,0,6906.333333333333,9203,1822.6666666666667,10936,0,0.07086,0.06906333333333332,0.2639123509821903,1593
60000,2,1,2,24,0,0,0,0,0,0,57802,58960,60862,59279,59176,58128,2960,2866,2279,2276,2128,2237,0,0,0,0,0,59034.5,60862,2457.6666666666665,14746,0,0.9633666666666667,0.9839083333333334,0.04163102366695181,-326
80000,2,1,2,25,-1,-1,-1,-2,-1,-1,177,1200,0,0,7240,0,1200,0,0,7240,0,0,0,0,0,0,0,1436.1666666666667,7240,1406.6666666666667,8440,4,0.0022125,0.017952083333333334,0.9794592085412557,177
130000,2,1,2,27,1,-1,0,-1,-1,0,0,1386,5275,198,3992,8893,1386,4000,198,3992,5000,40000,0,1,1,1,1,3290.6666666666665,8893,9096.0,54576,0,0.0,0.02531282051282051,2.7641815235008105,-8893
30000,2,2,2,21,0,0,0,0,0,0,9696,10406,5068,2023,1163,0,2000,1000,1002,23,0,0,0,0,0,0,0,4726.0,10406,670.8333333333334,4025,2,0.3232,0.15753333333333333,0.14194526731555931,9696
50000,2,2,2,22,1,2,2,2,0,0,38633,36378,33533,28591,28390,28739,500,2231,1500,1300,1700,800,0,4,2,1,1,32377.333333333332,38633,1338.5,8031,0,0.77266,0.6475466666666666,0.041340649837334764,9894
50000,2,2,2,23,0,0,-2,-2,-2,-2,43634,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7272.333333333333,43634,0.0,0,6,0.87268,0.14544666666666667,0.0,43634
50000,2,3,2,23,2,2,0,0,0,2,7285,7022,7887,8898,9565,9267,0,1138,1149,816,0,1710,1,3,2,1,1,8320.666666666666,9565,802.1666666666666,4813,2,0.1457,0.16641333333333333,0.09640653793766525,-1982
90000,2,2,2,23,0,0,0,0,0,0,90508,89618,75342,71668,49358,50296,3432,3615,3511,2500,2000,1850,1,0,0,0,0,71131.66666666667,90508,2818.0,16908,0,1.0056444444444443,0.7903518518518519,0.03961667330537266,40212
70000,2,1,2,23,-2,-2,-1,0,0,0,-22,-11,5173,6345,7083,8961,0,69900,1262,1000,2000,1000,0,0,0,0,0,4588.166666666667,8961,12527.0,75162,1,-0.00031428571428571427,0.0655452380952381,2.7302844273311777,-8983
110000,2,2,2,25,0,0,0,0,0,0,80374,81652,47291,43857,45684,40994,3000,3000,2173,3000,3500,1538,0,0,0,0,0,56642.0,81652,2701.8333333333335,16211,0,0.7306727272727273,0.5149272727272727,0.04770017537045538,39380
80000,2,2,2,25,0,0,0,0,0,0,81477,81058,80510,81565,81232,81422,3100,2931,3600,2908,3117,3071,0,0,0,0,0,81210.66666666667,81565,3121.1666666666665,18727,0,1.0184625,1.0151333333333334,0.03843296447100545,55
50000,2,3,2,23,0,0,0,0,0,0,49971,51132,50608,37700,11325,9814,2303,2252,2498,372,500,365,0,0,0,0,0,35091.666666666664,51132,1381.6666666666667,8290,0,0.99942,0.7018333333333333,0.03937307052956543,40157
130000,2,2,2,23,-1,0,-1,-1,-1,-1,13429,2984,9811,5136,19040,2940,1000,10363,5177,19040,2940,1332,0,0,0,0,0,8890.0,19040,6642.0,39852,0,0.1033,0.06838461538461539,0.7471316085489313,10489
130000,2,1,2,24,-1,-1,-1,-2,-2,-1,7353,3700,0,0,0,297,3727,0,0,0,297,0,0,0,0,0,0,1891.6666666666667,7353,670.6666666666666,4024,4,0.05656153846153846,0.014551282051282052,0.3545374449339207,7056
60000,2,2,2,24,0,0,0,0,0,0,28277,27295,27403,23837,23078,22618,1450,1724,1600,1000,1000,2500,1,0,0,0,0,25418.0,28277,1545.6666666666667,9274,0,0.47128333333333333,0.4236333333333333,0.06080992472526032,5659
140000,2,3,2,24,-2,-2,-2,-2,-2,-2,0,580,2298,299,3330,0,580,2500,502,3531,0,0,0,0,0,0,0,1084.5,3330,1185.5,7113,2,0.0,0.007746428571428572,1.0931304748732134,0
110000,2,2,2,24,1,2,0,0,0,0,72184,69650,70172,48720,48540,43692,0,3200,2478,2000,1900,2000,0,2,2,1,1,58826.333333333336,72184,1929.6666666666667,11578,1,0.6562181818181818,0.5347848484848485,0.03280276973464265,28492
100000,2,2,2,24,1,2,0,0,0,2,7127,6867,8095,9296,10241,9936,0,1500,1500,1100,0,3000,1,3,2,1,1,8593.666666666666,10241,1183.3333333333333,7100,2,0.07127,0.08593666666666666,0.13769830495326016,-2809
20000,2,2,1,24,0,0,0,0,-1,0,17599,18920,19000,0,80,540,1920,1000,0,40,1000,844,0,0,0,0,0,9356.5,19000,800.6666666666666,4804,1,0.87995,0.467825,0.0855733091077504,17059
90000,2,2,2,24,0,0,0,0,0,0,89608,87743,87363,74329,48451,48715,4507,4000,2500,2000,2000,2000,0,0,0,0,0,72701.5,89608,2834.5,17007,0,0.9956444444444444,0.8077944444444445,0.03898819144034167,40893
50000,2,2,1,24,0,0,0,0,0,0,46437,40703,20215,21116,20036,18952,1912,1370,1271,664,658,638,0,0,0,0,0,27909.833333333332,46437,1085.5,6513,0,0.92874,0.5581966666666667,0.03889310219217838,27485
30000,2,2,2,24,-1,0,0,0,0,0,1513,27350,28561,29684,32650,34299,26500,2048,2000,3769,5007,2007,0,0,0,0,0,25676.166666666668,34299,6888.5,41331,0,0.05043333333333333,0.8558722222222223,0.2682838170287621,-32786
130000,2,2,1,23,-1,-1,-1,-1,-1,-1,579,1186,0,497,0,186,1186,0,497,0,186,0,1,0,0,0,0,408.0,1186,311.5,1869,3,0.004453846153846154,0.0031384615384615383,0.7634803921568627,393
50000,2,2,2,26,-1,-1,-1,-1,-1,-1,390,2078,390,390,0,780,2078,390,390,0,780,0,0,0,0,0,0,671.3333333333334,2078,606.3333333333334,3638,2,0.0078,0.013426666666666667,0.9031777557100298,-390
80000,2,2,1,23,0,0,0,0,0,0,79874,60000,47160,32382,8706,3876,2100,2026,4360,2000,1000,2057,0,0,0,0,0,38666.333333333336,79874,2257.1666666666665,13543,0,0.998425,0.4833291666666667,0.058375503237096865,75998
50000,2,2,2,23,0,0,0,0,0,-1,21699,33109,32856,27438,4786,768,11877,1660,1600,624,768,173,0,0,0,0,0,20109.333333333332,33109,2783.6666666666665,16702,0,0.43398,0.40218666666666664,0.13842660124651904,20931
130000,2,1,2,24,0,0,0,0,0,0,78744,74511,81315,75538,77172,79442,3500,10000,4000,3500,3500,3500,0,0,0,0,0,77787.0,81315,4666.666666666667,28000,0,0.6057230769230769,0.5983615384615385,0.05999288655773673,-698
20000,2,1,2,24,-1,-1,-1,-1,0,-1,390,390,390,1052,662,1202,390,390,1052,0,2030,5485,0,0,0,0,0,681.0,1202,1557.8333333333333,9347,1,0.0195,0.03405,2.287567302985805,-812
120000,2,1,2,24,-2,-2,-2,-2,-2,-2,0,0,0,0,1000,0,0,0,0,1000,0,0,0,0,0,0,0,166.66666666666666,1000,166.66666666666666,1000,5,0.0,0.0013888888888888887,1.0,0
20000,2,2,2,24,1,2,3,2,-1,0,9739,12322,3023,2748,12351,13927,3023,0,0,12351,4000,2000,0,4,3,1,1,9018.333333333334,13927,3562.3333333333335,21374,2,0.48695,0.4509166666666667,0.39501016447976345,-4188
80000,2,2,2,24,0,0,0,0,0,-1,13118,11622,12011,3210,1651,2256,1500,1511,1000,1000,2256,924,0,0,0,0,0,7311.333333333333,13118,1365.1666666666667,8191,0,0.163975,0.09139166666666666,0.1867192486550561,10862
50000,2,1,2,24,0,0,0,0,0,0,35871,36312,35827,32834,29052,28288,5000,5000,5716,3000,2000,1500,0,0,0,0,0,33030.666666666664,36312,3702.6666666666665,22216,0,0.71742,0.6606133333333333,0.11209784846405361,7583
100000,2,1,2,24,0,0,0,0,0,0,76025,68016,63520,64825,65725,67183,3000,3600,3000,2500,2600,3000,0,0,0,0,0,67549.0,76025,2950.0,17700,0,0.76025,0.67549,0.043672001065892904,8842
70000,2,2,2,24,0,0,0,0,2,0,12954,14425,18171,20861,20231,22831,2000,4000,3000,0,3100,3000,0,1,2,1,0,18245.5,22831,2516.6666666666665,15100,1,0.18505714285714286,0.26065,0.13793355439240726,-9877
90000,2,2,1,25,-1,-1,0,0,0,0,7766,13788,15459,43380,46632,14177,93788,10000,33000,5300,5000,2913,0,0,0,0,0,23533.666666666668,46632,25000.166666666668,150001,0,0.08628888888888889,0.2614851851851852,1.0623149813742014,-6411
280000,2,2,2,25,1,2,-1,-1,-1,-1,6714,4526,3868,389,389,384,22,4277,390,390,385,166196,0,2,2,1,1,2711.6666666666665,6714,28610.0,171660,0,0.02397857142857143,0.00968452380952381,10.550706822372465,6330
400000,2,1,2,26,-1,0,0,0,0,0,2871,6260,6651,6542,7093,9134,4016,4020,4066,4009,4021,3507,0,0,0,0,0,6425.166666666667,9134,3939.8333333333335,23639,0,0.0071775,0.016062916666666666,0.613187725350834,-6263
130000,2,3,2,26,0,0,0,0,0,0,113707,115323,120461,121177,4623,5402,5000,7000,5000,2000,2000,5000,0,0,0,0,0,80115.5,121177,4333.333333333333,26000,0,0.8746692307692308,0.6162730769230769,0.054088576284655694,108305
30000,2,4,2,22,0,0,0,0,0,-2,24979,26418,26791,14500,0,0,1859,1232,1040,0,0,0,1,0,0,0,0,15448.0,26791,688.5,4131,3,0.8326333333333333,0.5149333333333334,0.04456887622993268,24979
50000,2,3,2,23,2,0,0,2,0,0,25046,25174,27850,27038,27465,20943,1724,3400,0,1000,900,790,1,2,2,1,1,25586.0,27850,1302.3333333333333,7814,1,0.50092,0.51172,0.05090023189765236,4103
80000,2,2,2,23,1,2,2,2,2,2,21775,21127,23772,23092,24806,24272,0,3000,0,2100,0,1500,1,6,2,1,1,23140.666666666668,24806,1100.0,6600,3,0.2721875,0.28925833333333334,0.0475353634294604,-2497
50000,2,3,2,22,2,2,2,0,0,0,24729,22719,18408,19330,19561,19815,1651,0,1573,804,675,738,0,3,2,1,1,20760.333333333332,24729,906.8333333333334,5441,1,0.49458,0.41520666666666667,0.043681058428734286,4914
10000,2,1,2,23,1,2,2,-1,-1,-2,8356,7864,6171,1681,0,0,1200,0,1681,0,0,1250,0,3,2,1,1,4012.0,8356,688.5,4131,3,0.8356,0.4012,0.1716101694915254,8356
90000,2,2,2,24,0,0,0,0,0,2,83590,84960,85744,79963,70021,70853,3200,3110,4677,3200,2500,2500,0,1,2,1,0,79188.5,85744,3197.8333333333335,19187,0,0.9287777777777778,0.8798722222222222,0.040382547129107556,12737
50000,2,1,2,24,3,2,2,2,0,0,8506,10194,10928,10456,11279,12095,2000,1200,0,1000,1000,1000,1,4,3,1,1,10576.333333333334,12095,1033.3333333333333,6200,1,0.17012,0.21152666666666667,0.0977024173469066,-3589
100000,2,2,2,24,-1,-1,-2,-2,-1,-1,3587,660,6010,2789,2973,3611,660,6010,2789,2973,3611,11880,0,0,0,0,0,3271.6666666666665,6010,4653.833333333333,27923,0,0.03587,0.032716666666666665,1.4224656138563423,-24
90000,2,2,1,25,2,0,0,0,0,0,90371,87525,89052,85807,68186,69011,4100,4200,3000,3000,3000,2600,1,1,2,1,1,81658.66666666667,90371,3316.6666666666665,19900,0,1.0041222222222221,0.9073185185185185,0.04061622363006988,21360
100000,2,1,2,25,0,0,0,0,0,0,40083,44385,45117,25845,7141,9141,5000,2000,2030,3000,2000,2000,0,0,0,0,0,28618.666666666668,45117,2671.6666666666665,16030,0,0.40083,0.2861866666666667,0.09335398807305255,30942
310000,2,1,2,26,-2,-2,-2,-2,-2,-2,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.5,297,0.0,0,6,0.0009580645161290322,0.00015967741935483872,0.0,297
210000,2,1,2,26,1,2,0,0,0,0,7271,4951,1815,3789,4721,5641,6,1600,2000,1000,1000,0,0,2,2,1,1,4698.0,7271,934.3333333333334,5606,1,0.03462380952380952,0.02237142857142857,0.19887895558393642,1630
340000,2,2,2,25,-2,-2,-2,-2,-2,-2,-2,-2,466,-3,1292,586,0,468,0,649,1178,0,0,0,0,0,0,389.5,1292,382.5,2295,3,-5.882352941176471e-06,0.0011455882352941176,0.982028241335045,-588
30000,2,2,1,25,2,0,0,0,0,0,27458,21203,18394,19560,13035,13836,1267,1342,1508,500,1000,1102,1,1,2,1,1,18914.333333333332,27458,1119.8333333333333,6719,0,0.9152666666666667,0.6304777777777777,0.059205540771548916,13622
70000,2,2,2,25,2,2,2,2,2,2,67588,68983,70691,71692,67740,68470,3100,3400,2752,0,5156,0,1,6,2,1,1,69194.0,71692,2401.3333333333335,14408,2,0.9655428571428571,0.9884857142857143,0.034704357795955335,-882
450000,2,1,2,25,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,6,0.0,0.0,0.0,0
110000,2,1,2,26,0,0,0,0,0,0,111306,111038,87820,67259,50007,51202,3931,2885,2212,1789,2000,2000,0,0,0,0,0,79772.0,111306,2469.5,14817,0,1.0118727272727273,0.7252,0.030956977385548815,60104
30000,2,2,1,26,-1,-1,-1,-1,-1,-1,3761,7215,2730,1770,0,11242,7231,2732,1770,0,11242,2000,0,0,0,0,0,4453.0,11242,4162.5,24975,1,0.12536666666666665,0.14843333333333333,0.9347630810689422,-7481
10000,2,2,2,26,1,2,2,2,2,2,6220,5975,8104,7807,8329,6613,0,2400,0,615,0,539,1,6,2,1,1,7174.666666666667,8329,592.3333333333334,3554,3,0.622,0.7174666666666667,0.08255900390262033,-393
50000,2,1,2,26,0,0,0,0,0,0,49392,50350,50154,49766,24492,22974,1786,2162,1724,600,1000,47438,0,0,0,0,0,41188.0,50350,9118.333333333334,54710,0,0.98784,0.82376,0.2213832507850183,26418
120000,2,1,2,27,-1,-1,0,0,0,0,13060,23008,119558,93652,23862,0,23008,100000,3500,1000,0,122350,0,0,0,0,0,45523.333333333336,119558,41643.0,249858,1,0.10883333333333334,0.37936111111111115,0.9147616606868272,13060
210000,2,1,2,27,0,0,0,0,0,0,21275,18405,76779,67518,66364,65038,2079,67000,2300,2365,2000,2000,0,0,0,0,0,52563.166666666664,76779,12957.333333333334,77744,0,0.10130952380952381,0.25030079365079366,0.24650975492978291,-43763
260000,2,2,2,27,-2,-2,-2,-2,-2,-2,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.16666666666666,895,0.0,0,6,0.0034423076923076924,0.0005737179487179487,0.0,895
300000,2,1,2,27,0,0,0,0,0,0,183468,180149,168098,181257,175362,179536,10000,6500,20000,7000,7000,7000,0,0,0,0,0,177978.33333333334,183468,9583.333333333334,57500,0,0.61156,0.5932611111111111,0.05384550553906375,3932
160000,2,1,2,27,0,0,0,0,0,0,96441,98353,99864,101900,103924,106101,4406,4000,3699,3719,3851,3880,0,0,0,0,0,101097.16666666667,106101,3925.8333333333335,23555,0,0.60275625,0.6318572916666667,0.038832278517531814,-9660
30000,2,2,2,27,0,0,0,0,2,2,8476,9677,10715,13218,12709,17463,1500,1500,3000,0,5000,0,0,2,2,1,0,12043.0,17463,1833.3333333333333,11000,2,0.28253333333333336,0.4014333333333333,0.15223227877882034,-8987
120000,2,2,1,22,2,2,0,0,0,0,121522,120084,122250,70901,40860,39553,2000,5700,2964,1527,1407,1873,0,2,2,1,1,85861.66666666667,122250,2578.5,15471,0,1.0126833333333334,0.7155138888888889,0.03003086359842382,81969
